log_id,user_id,tool_id,session_date,session_duration_minutes,prompts_per_session,prompt_category,device_type,satisfaction_score,tokens_used
LOG0022877,USR01527,TOOL602,,51.0,46.0,Code Assistant,Web Browser,2,7519.0
LOG0010240,USR02809,TOOL005,2023-07-29 00:00:00.000000,41.0,18.0,text generation,Mobile,-1,5476.0
LOG0005125,USR00570,TOOL003,2023-03-07 00:00:00.000000,47.0,41.0,Text Generation,Mobile,1,6982.0
LOG0002405,USR00626,TOOL001,2023-06-13 00:00:00.000000,5.0,30.0,Productivity,,3,5081.0
LOG0021931,USR00224,TOOL001,2024-01-13 00:00:00.000000,114.0,24.0,Other,mobile,6,647.0
LOG0010533,USR01026,TOOL005,2023-10-24 00:00:00.000000,,42.0,Image Generation,DESKTOP,2,3507.0
LOG0013892,USR00807,TOOL004,2024-05-17 00:00:00.000000,100.0,31.0,Video Generation,mobile,5,3614.0
LOG0022230,USR02467,TOOL001,2024-06-08 00:00:00.000000,-5.0,32.0,Other,N/A,,2391.0
LOG0012303,USR01201,TOOL008,2024-12-24 00:00:00.000000,40.0,48.0,,Mobile,0,3581.0
LOG0002888,USR00722,TOOL003,2024-10-08 00:00:00.000000,118.0,11.0,Video Generation,Mobile,0,2500.0
LOG0010899,USR00585,TOOL003,2024-09-03 00:00:00.000000,88.0,4.0,Search & Research,,-1,7060.0
LOG0021063,USR01300,TOOL009,,66.0,10.0,Image Generation,Desktop,2,1184.0
LOG0006830,USR00810,TOOL009,2024-07-12 00:00:00.000000,115.0,29.0,,mobile,4,4992.0
LOG0012099,USR00597,TOOL001,2023-08-05 00:00:00.000000,14.0,29.0,Search & Research,N/A,N/A,5380.0
LOG0021015,USR02621,TOOL009,2024-02-29 00:00:00.000000,21.0,1.0,N/A,Tablet,N/A,5379.0
LOG0010217,USR02164,TOOL003,2023-02-18 00:00:00.000000,24.0,31.0,Text Generation,Desktop,-1,4840.0
LOG0016831,USR00633,TOOL012,2023-12-05 00:00:00.000000,116.0,21.0,Image Generation,Mobile,6,6795.0
LOG0013374,USR01407,TOOL008,2024-12-02 00:00:00.000000,74.0,19.0,Code Assistant,N/A,3,6031.0
LOG0022967,USR02107,TOOL001,2024-02-08 00:00:00.000000,66.0,15.0,N/A,Other,4,1770.0
LOG0019397,USR00298,TOOL003,2024-11-03 00:00:00.000000,119.0,41.0,CODE ASSISTANT,,,6112.0
LOG0018976,USR00114,TOOL010,2024-03-13 00:00:00.000000,61.0,15.0,text generation,N/A,6,7383.0
LOG0023108,USR02860,TOOL001,2024-08-17 00:00:00.000000,118.0,,Text Generation,DESKTOP,4,
LOG0022320,USR00384,TOOL003,2023-09-14 00:00:00.000000,35.0,32.0,Image Generation,DESKTOP,-1,4205.0
LOG0006522,USR01973,TOOL002,2024-10-18 00:00:00.000000,-17.0,,Code Assistant,Web Browser,2,537.0
LOG0009962,USR02433,TOOL008,2024-11-02 00:00:00.000000,-3.0,27.0,Image Generation,DESKTOP,3,7242.0
LOG0015840,USR00129,TOOL002,2023-11-21 00:00:00.000000,90.0,21.0,,mobile,0,5027.0
LOG0006636,USR00596,TOOL002,2024-11-16 00:00:00.000000,18.0,-5.0,Image Generation,tablet,5,6533.0
LOG0003422,USR00253,TOOL010,2023-02-21 00:00:00.000000,42.0,17.0,Search & Research,Web Browser,,1352.0
LOG0015201,USR02921,TOOL009,2023-10-29 00:00:00.000000,64.0,33.0,Other,Tablet,2,5124.0
LOG0019702,USR01443,TOOL005,2024-10-11 00:00:00.000000,58.0,25.0,Search & Research,Tablet,4,5053.0
LOG0019522,USR01574,TOOL004,2023-06-13 00:00:00.000000,4.0,39.0,Video Generation,N/A,3,6545.0
LOG0008366,USR00777,TOOL010,2024-11-14 00:00:00.000000,22.0,49.0,CODE ASSISTANT,Other,N/A,6607.0
LOG0003452,USR02049,TOOL009,2023-05-14 00:00:00.000000,85.0,33.0,Video Generation,Other,4,1610.0
LOG0004747,USR01096,TOOL010,2023-07-26 00:00:00.000000,105.0,20.0,Text Generation,Desktop,6,7366.0
LOG0005467,USR00316,TOOL008,2023-12-14 00:00:00.000000,114.0,14.0,,N/A,4,6886.0
LOG0008696,USR01768,TOOL007,2023-08-03 00:00:00.000000,60.0,10.0,Image Generation,,5,4241.0
LOG0023581,USR02872,TOOL001,2024-09-10 00:00:00.000000,36.0,5.0,Image Generation,Web Browser,0,4423.0
LOG0018791,USR01562,TOOL001,2024-09-18 00:00:00.000000,10.0,43.0,,Mobile,,6262.0
LOG0024898,USR01363,TOOL001,2024-07-04 00:00:00.000000,21.0,28.0,text generation,DESKTOP,,7439.0
LOG0019039,USR02340,TOOL012,2024-06-11 00:00:00.000000,54.0,31.0,Video Generation,DESKTOP,,2773.0
LOG0011277,USR02712,TOOL010,2024-02-29 00:00:00.000000,46.0,50.0,Search & Research,Mobile,-1,7367.0
LOG0013754,USR00559,TOOL001,2025-01-15 00:00:00.000000,8.0,31.0,N/A,tablet,-1,4230.0
LOG0001614,USR02864,TOOL003,2024-02-21 00:00:00.000000,7.0,29.0,Image Generation,Tablet,-1,699.0
LOG0013358,USR02726,TOOL001,2023-10-23 00:00:00.000000,14.0,45.0,,tablet,-1,1087.0
LOG0003211,USR00981,TOOL008,2023-10-04 00:00:00.000000,,32.0,Text Generation,tablet,4,7432.0
LOG0020768,USR01423,TOOL006,2023-04-27 00:00:00.000000,98.0,15.0,Search & Research,mobile,0,5261.0
LOG0011171,USR01186,TOOL003,2024-05-07 00:00:00.000000,25.0,29.0,Other,tablet,6,2203.0
LOG0001477,USR01428,TOOL003,2023-03-13 00:00:00.000000,54.0,13.0,Video Generation,Mobile,,4420.0
LOG0022725,USR00699,TOOL001,2023-12-30 00:00:00.000000,73.0,24.0,Code Assistant,N/A,-1,7508.0
LOG0001914,USR02680,TOOL001,2024-09-27 00:00:00.000000,94.0,8.0,N/A,DESKTOP,3,5732.0
LOG0020235,USR00468,TOOL010,2024-11-06 00:00:00.000000,-27.0,9.0,Image Generation,Other,2,2589.0
LOG0019315,USR02737,TOOL001,2025-01-05 00:00:00.000000,117.0,41.0,Text Generation,Web Browser,-1,1658.0
LOG0007942,USR00807,TOOL007,2023-05-20 00:00:00.000000,,25.0,Productivity,Other,-1,7184.0
LOG0005860,USR01579,TOOL002,2024-12-09 00:00:00.000000,41.0,23.0,N/A,mobile,0,6295.0
LOG0000465,USR02880,TOOL003,2023-11-17 00:00:00.000000,37.0,43.0,N/A,mobile,-1,7285.0
LOG0002312,USR01385,TOOL001,,26.0,43.0,text generation,N/A,4,5570.0
LOG0001201,USR01789,TOOL007,2023-12-13 00:00:00.000000,51.0,24.0,Productivity,Other,2,3546.0
LOG0006541,USR00585,TOOL011,2023-01-25 00:00:00.000000,54.0,27.0,Code Assistant,Other,N/A,2501.0
LOG0012764,USR01608,TOOL008,2023-11-07 00:00:00.000000,1.0,14.0,text generation,Web Browser,N/A,6124.0
LOG0000790,USR00136,TOOL002,2023-04-15 00:00:00.000000,102.0,31.0,Search & Research,DESKTOP,1,5634.0
LOG0011008,USR02921,TOOL007,2024-09-26 00:00:00.000000,71.0,10.0,Code Assistant,Web Browser,6,7354.0
LOG0019519,USR02720,TOOL003,2024-04-03 00:00:00.000000,2.0,17.0,,Desktop,1,3127.0
LOG0000869,USR00063,TOOL003,2023-06-22 00:00:00.000000,115.0,43.0,Image Generation,mobile,4,2452.0
LOG0001940,USR00779,TOOL008,2023-11-21 00:00:00.000000,89.0,3.0,Other,DESKTOP,1,5430.0
LOG0012281,USR02942,TOOL003,2023-01-18 00:00:00.000000,82.0,13.0,Code Assistant,DESKTOP,,320.0
LOG0011241,USR01391,TOOL003,2023-06-24 00:00:00.000000,92.0,45.0,N/A,mobile,3,2274.0
LOG0021890,USR02099,TOOL003,2023-12-10 00:00:00.000000,1798.0,24.0,Text Generation,mobile,0,6664.0
LOG0023666,USR02688,TOOL012,2023-05-27 00:00:00.000000,115.0,38.0,Productivity,,3,2163.0
LOG0017187,USR02744,TOOL003,2023-09-11 00:00:00.000000,6.0,15.0,Search & Research,DESKTOP,-1,5996.0
LOG0023619,USR00300,TOOL011,2023-09-18 00:00:00.000000,56.0,27.0,Code Assistant,mobile,1,6724.0
LOG0015089,USR01807,TOOL002,2024-02-28 00:00:00.000000,55.0,14.0,N/A,Tablet,1,7775.0
LOG0014805,USR02259,TOOL008,2023-05-08 00:00:00.000000,93.0,-2.0,Code Assistant,DESKTOP,N/A,6040.0
LOG0003022,USR01001,TOOL007,2024-01-25 00:00:00.000000,89.0,33.0,Other,N/A,6,2340.0
LOG0009893,USR00594,TOOL008,2024-04-13 00:00:00.000000,65.0,4.0,text generation,Mobile,3,268.0
LOG0018376,USR02682,TOOL010,2023-08-17 00:00:00.000000,21.0,15.0,Image Generation,,4,648.0
LOG0013302,USR02607,TOOL002,2024-12-05 00:00:00.000000,,34.0,N/A,Desktop,,1840.0
LOG0004811,USR01943,TOOL010,2023-07-10 00:00:00.000000,48.0,34.0,N/A,Other,5,7757.0
LOG0009294,USR02501,TOOL011,2025-01-25 00:00:00.000000,99.0,31.0,text generation,Tablet,1,1688.0
LOG0018590,USR02502,TOOL003,2023-04-30 00:00:00.000000,5.0,-1.0,N/A,DESKTOP,,6005.0
LOG0021120,USR02035,TOOL001,2024-03-17 00:00:00.000000,63.0,35.0,Video Generation,Other,0,3659.0
LOG0021651,USR02078,TOOL010,2023-03-14 00:00:00.000000,107.0,12.0,Other,Desktop,2,5435.0
LOG0009231,USR00548,TOOL008,,66.0,44.0,CODE ASSISTANT,tablet,0,4887.0
LOG0003221,USR01780,TOOL006,2023-05-22 00:00:00.000000,33.0,,Search & Research,,3,536.0
LOG0005145,USR01607,TOOL010,2023-02-12 00:00:00.000000,108.0,45.0,N/A,Web Browser,3,3468.0
LOG0004066,USR00773,TOOL003,2023-08-06 00:00:00.000000,67.0,27.0,Search & Research,N/A,2,1185.0
LOG0002398,USR00292,TOOL003,2024-03-30 00:00:00.000000,86.0,,,Mobile,6,2921.0
LOG0012505,USR00884,TOOL008,2023-03-12 00:00:00.000000,72.0,48.0,Video Generation,N/A,0,1381.0
LOG0021685,USR01422,TOOL010,2024-10-31 00:00:00.000000,85.0,49.0,Productivity,N/A,2,4415.0
LOG0008985,USR02673,TOOL002,2024-05-31 00:00:00.000000,81.0,21.0,CODE ASSISTANT,DESKTOP,-1,1319.0
LOG0001998,USR00788,TOOL001,2023-05-12 00:00:00.000000,62.0,50.0,text generation,Web Browser,2,3564.0
LOG0013413,USR01516,TOOL005,2023-11-17 00:00:00.000000,11.0,23.0,,,3,933.0
LOG0013914,USR02130,TOOL003,2024-02-29 00:00:00.000000,14.0,44.0,Video Generation,Other,2,1815.0
LOG0004611,USR02201,TOOL002,2024-02-21 00:00:00.000000,10.0,10.0,Text Generation,,1,578.0
LOG0009478,USR00583,TOOL001,2023-07-27 00:00:00.000000,18.0,38.0,text generation,tablet,1,6656.0
LOG0024998,USR00391,TOOL009,2024-09-20 00:00:00.000000,42.0,50.0,Video Generation,Desktop,5,2518.0
LOG0004918,USR02934,TOOL010,2023-06-01 00:00:00.000000,111.0,39.0,Productivity,tablet,-1,4741.0
LOG0012160,USR00479,TOOL002,2023-08-17 00:00:00.000000,23.0,12.0,CODE ASSISTANT,Tablet,2,431.0
LOG0016487,USR01349,TOOL010,2024-03-02 00:00:00.000000,78.0,35.0,N/A,,N/A,6428.0
LOG0013707,USR01443,TOOL004,2023-07-03 00:00:00.000000,11.0,40.0,text generation,DESKTOP,,1448.0
LOG0022089,USR01705,TOOL002,2023-05-22 00:00:00.000000,77.0,30.0,Code Assistant,DESKTOP,4,1322.0
LOG0020642,USR01275,TOOL007,2023-03-09 00:00:00.000000,33.0,22.0,text generation,Other,2,5461.0
LOG0017366,USR01375,TOOL006,2024-01-10 00:00:00.000000,58.0,9.0,Search & Research,Desktop,5,5049.0
LOG0011951,USR01896,TOOL011,2023-11-14 00:00:00.000000,61.0,42.0,,Web Browser,N/A,6006.0
LOG0024888,USR00237,TOOL008,2024-07-24 00:00:00.000000,8.0,27.0,Text Generation,,6,2850.0
LOG0000144,USR01311,TOOL006,2023-12-22 00:00:00.000000,50.0,35.0,text generation,tablet,5,4203.0
LOG0019187,USR01567,TOOL008,2024-01-30 00:00:00.000000,11.0,25.0,Other,DESKTOP,4,4190.0
LOG0019871,USR02571,TOOL010,2024-12-15 00:00:00.000000,6991.0,,Code Assistant,Desktop,6,1832.0
LOG0024688,USR01726,TOOL004,2023-03-19 00:00:00.000000,110.0,16.0,text generation,Mobile,3,5413.0
LOG0011858,USR02914,TOOL005,2024-03-02 00:00:00.000000,118.0,47.0,N/A,mobile,5,6206.0
LOG0022223,USR02278,TOOL007,2024-08-04 00:00:00.000000,77.0,31.0,text generation,tablet,,1653.0
LOG0012040,USR01244,TOOL005,2023-08-18 00:00:00.000000,58.0,14.0,text generation,Desktop,0,7239.0
LOG0020662,USR02762,TOOL001,2024-12-04 00:00:00.000000,90.0,30.0,N/A,DESKTOP,3,1201.0
LOG0006789,USR00473,TOOL011,2023-12-16 00:00:00.000000,12.0,13.0,Productivity,Other,N/A,4245.0
LOG0019193,USR01482,TOOL001,2023-02-03 00:00:00.000000,91.0,46.0,Search & Research,mobile,N/A,138.0
LOG0003343,USR01499,TOOL007,,38.0,47.0,Video Generation,Web Browser,0,3564.0
LOG0021111,USR00287,TOOL006,2023-01-24 00:00:00.000000,-24.0,43.0,Search & Research,Other,-1,896.0
LOG0024674,USR01504,TOOL009,2024-08-11 00:00:00.000000,18.0,47.0,text generation,mobile,4,5977.0
LOG0016354,USR01864,TOOL001,2023-05-01 00:00:00.000000,-13.0,35.0,,DESKTOP,2,6864.0
LOG0008630,USR02783,TOOL003,2023-11-29 00:00:00.000000,118.0,,Text Generation,tablet,1,3877.0
LOG0013489,USR01408,TOOL007,2023-08-16 00:00:00.000000,-6.0,36.0,Productivity,Other,-1,2272.0
LOG0004188,USR01613,TOOL001,2023-02-25 00:00:00.000000,8.0,,,Web Browser,6,7894.0
LOG0024914,USR02693,TOOL004,2024-01-09 00:00:00.000000,33.0,20.0,CODE ASSISTANT,Web Browser,0,3051.0
LOG0006675,USR00784,TOOL011,2023-08-01 00:00:00.000000,-6.0,27.0,Other,N/A,0,3074.0
LOG0006159,USR01597,TOOL004,2024-10-11 00:00:00.000000,16.0,-1.0,Productivity,N/A,1,1351.0
LOG0000813,USR00775,TOOL011,2024-11-14 00:00:00.000000,59.0,,N/A,Web Browser,5,3379.0
LOG0017785,USR01236,TOOL001,2024-11-01 00:00:00.000000,26.0,41.0,CODE ASSISTANT,N/A,4,6603.0
LOG0011098,USR00434,TOOL002,2023-01-04 00:00:00.000000,26.0,14.0,N/A,Other,4,
LOG0005318,USR00835,TOOL005,2024-10-15 00:00:00.000000,97.0,29.0,Search & Research,N/A,2,4620.0
LOG0003875,USR02486,TOOL001,2023-12-12 00:00:00.000000,104.0,7.0,CODE ASSISTANT,DESKTOP,1,5264.0
LOG0016325,USR02650,TOOL003,2023-11-01 00:00:00.000000,10.0,35.0,N/A,mobile,0,1531.0
LOG0010644,USR00141,TOOL002,2023-04-11 00:00:00.000000,13.0,26.0,,Other,2,3859.0
LOG0017011,USR02422,TOOL001,2024-01-08 00:00:00.000000,,18.0,Productivity,,5,1389.0
LOG0020885,USR01948,TOOL005,2023-09-19 00:00:00.000000,55.0,11.0,Productivity,Other,0,6953.0
LOG0019825,USR00969,TOOL012,2024-12-29 00:00:00.000000,100.0,43.0,,,-1,4883.0
LOG0022987,USR01034,TOOL003,2023-09-06 00:00:00.000000,,24.0,Other,tablet,-1,6894.0
LOG0013619,USR00206,TOOL009,2024-07-05 00:00:00.000000,2.0,,Text Generation,,-1,2556.0
LOG0004002,USR01757,TOOL009,2023-08-11 00:00:00.000000,3.0,2.0,,Mobile,4,2104.0
LOG0003017,USR02584,TOOL012,2023-01-10 00:00:00.000000,49.0,24.0,text generation,tablet,3,6483.0
LOG0004102,USR01921,TOOL003,2024-07-19 00:00:00.000000,96.0,2.0,Search & Research,N/A,2,4144.0
LOG0008560,USR00515,TOOL005,2023-12-12 00:00:00.000000,22.0,4.0,N/A,tablet,6,7178.0
LOG0019958,USR02658,TOOL008,2023-02-12 00:00:00.000000,3.0,19.0,Search & Research,,,3888.0
LOG0021131,USR00950,TOOL006,2024-02-02 00:00:00.000000,27.0,23.0,Video Generation,,1,2471.0
LOG0003627,USR00899,TOOL003,2023-05-24 00:00:00.000000,56.0,39.0,Code Assistant,Mobile,4,1806.0
LOG0012724,USR01944,TOOL003,2023-10-12 00:00:00.000000,48.0,9.0,CODE ASSISTANT,N/A,5,1822.0
LOG0005186,USR02296,TOOL003,2023-07-17 00:00:00.000000,53.0,30.0,,Other,6,2865.0
LOG0017796,USR00572,TOOL011,2023-08-21 00:00:00.000000,42.0,20.0,Productivity,Tablet,1,6888.0
LOG0013508,USR01711,TOOL001,2023-03-31 00:00:00.000000,95.0,38.0,text generation,N/A,N/A,5730.0
LOG0010652,USR00394,TOOL012,2023-11-17 00:00:00.000000,-28.0,40.0,N/A,Tablet,,5728.0
LOG0024173,USR01376,TOOL006,2023-05-15 00:00:00.000000,49.0,25.0,,mobile,6,6010.0
LOG0013140,USR01596,TOOL005,2024-05-13 00:00:00.000000,59.0,19.0,CODE ASSISTANT,Tablet,1,6783.0
LOG0016054,USR00885,TOOL009,2023-04-17 00:00:00.000000,115.0,12.0,Search & Research,Tablet,2,1835.0
LOG0005350,USR00688,TOOL003,2024-10-11 00:00:00.000000,30.0,32.0,Video Generation,Web Browser,0,1723.0
LOG0017736,USR02123,TOOL005,2024-06-08 00:00:00.000000,11.0,18.0,text generation,Tablet,1,1612.0
LOG0019481,USR01406,TOOL010,2025-01-22 00:00:00.000000,-3.0,1.0,Image Generation,Desktop,5,517.0
LOG0021339,USR02559,TOOL001,2025-01-08 00:00:00.000000,109.0,20.0,Video Generation,N/A,N/A,1171.0
LOG0008323,USR00622,TOOL009,2023-03-28 00:00:00.000000,81.0,27.0,Text Generation,tablet,4,2992.0
LOG0024415,USR00371,TOOL005,2023-09-22 00:00:00.000000,9.0,19.0,text generation,mobile,5,1973.0
LOG0011523,USR00942,TOOL008,2023-07-04 00:00:00.000000,87.0,16.0,Productivity,tablet,0,5133.0
LOG0021716,USR01388,TOOL003,2026-08-26 02:05:25.364778,55.0,3.0,,mobile,4,348.0
LOG0013180,USR00306,TOOL001,2024-06-17 00:00:00.000000,13.0,17.0,Productivity,mobile,6,590.0
LOG0020475,USR01990,TOOL008,,9687.0,22.0,Code Assistant,N/A,-1,1875.0
LOG0006329,USR02074,TOOL009,2024-11-08 00:00:00.000000,85.0,6.0,Code Assistant,N/A,2,6302.0
LOG0024289,USR02494,TOOL010,2024-08-12 00:00:00.000000,72.0,3.0,Other,Tablet,3,6003.0
LOG0020918,USR01008,TOOL008,2023-07-05 00:00:00.000000,5.0,48.0,Productivity,N/A,0,6655.0
LOG0009342,USR01839,TOOL005,2023-03-03 00:00:00.000000,110.0,40.0,Productivity,Desktop,1,6800.0
LOG0013871,USR02635,TOOL001,2024-06-25 00:00:00.000000,4.0,10.0,Video Generation,tablet,2,2590.0
LOG0015812,USR02164,TOOL006,2026-07-08 02:05:25.320853,12.0,13.0,Other,Mobile,N/A,7499.0
LOG0018857,USR02286,TOOL003,,115.0,48.0,CODE ASSISTANT,DESKTOP,0,5611.0
LOG0011619,USR00409,TOOL005,2024-10-21 00:00:00.000000,-22.0,13.0,CODE ASSISTANT,tablet,3,3244.0
LOG0006264,USR01993,TOOL008,2024-10-31 00:00:00.000000,-5.0,50.0,Text Generation,Other,-1,2395.0
LOG0019610,USR03000,TOOL007,2024-06-06 00:00:00.000000,48.0,23.0,Other,Desktop,2,1835.0
LOG0005750,USR01001,TOOL002,2023-02-23 00:00:00.000000,75.0,16.0,text generation,Desktop,2,613.0
LOG0021913,USR01992,TOOL758,2023-09-03 00:00:00.000000,17.0,,Search & Research,Desktop,6,1143.0
LOG0020366,USR01185,TOOL004,2023-10-01 00:00:00.000000,46.0,28.0,Text Generation,Mobile,6,7270.0
LOG0012544,USR00138,TOOL011,2023-04-12 00:00:00.000000,66.0,8.0,Image Generation,Desktop,5,5639.0
LOG0006012,USR02238,TOOL006,2024-01-18 00:00:00.000000,83.0,8.0,Code Assistant,,2,1620.0
LOG0014717,USR01349,TOOL008,2023-12-13 00:00:00.000000,90.0,7.0,Code Assistant,mobile,,1125.0
LOG0015310,USR02817,TOOL011,2023-09-19 00:00:00.000000,71.0,32.0,Other,Desktop,3,919.0
LOG0023733,USR00049,TOOL011,2024-07-10 00:00:00.000000,82.0,29.0,Text Generation,tablet,,1798.0
LOG0001447,USR01512,TOOL012,2024-12-19 00:00:00.000000,52.0,25.0,text generation,Tablet,1,869.0
LOG0010452,USR00119,TOOL009,2024-02-09 00:00:00.000000,81.0,10.0,Other,tablet,5,4288.0
LOG0008651,USR02223,TOOL007,2023-12-15 00:00:00.000000,83.0,27.0,Productivity,Web Browser,6,2783.0
LOG0005400,USR02456,TOOL001,2024-11-10 00:00:00.000000,111.0,19.0,CODE ASSISTANT,Mobile,2,142.0
LOG0008220,USR00313,TOOL003,,117.0,15.0,Other,Desktop,1,2752.0
LOG0001048,USR02947,TOOL012,2023-07-16 00:00:00.000000,110.0,1.0,Code Assistant,N/A,6,7859.0
LOG0023636,USR00333,TOOL004,2023-01-17 00:00:00.000000,115.0,46.0,Other,Other,6,5570.0
LOG0004692,USR01406,TOOL006,2024-02-01 00:00:00.000000,18.0,11.0,Text Generation,tablet,4,408.0
LOG0019394,USR00872,TOOL003,2023-01-10 00:00:00.000000,50.0,-2.0,Text Generation,mobile,6,2260.0
LOG0012953,USR01142,TOOL001,2023-01-31 00:00:00.000000,-8.0,12.0,Video Generation,DESKTOP,N/A,1643.0
LOG0019154,USR01637,TOOL009,2023-11-30 00:00:00.000000,48.0,17.0,CODE ASSISTANT,Tablet,4,6680.0
LOG0021121,USR02188,TOOL010,2024-12-23 00:00:00.000000,12.0,47.0,Code Assistant,Other,1,3433.0
LOG0004868,USR00169,TOOL003,2023-10-15 00:00:00.000000,53.0,21.0,text generation,N/A,3,5038.0
LOG0010161,USR02508,TOOL005,2023-12-14 00:00:00.000000,74.0,42.0,Video Generation,Tablet,-1,6708.0
LOG0008433,USR02887,TOOL012,2023-02-16 00:00:00.000000,,11.0,Other,tablet,0,
LOG0008645,USR01998,TOOL004,2023-09-08 00:00:00.000000,84.0,45.0,N/A,Mobile,6,5121.0
LOG0003474,USR01128,TOOL011,2024-01-10 00:00:00.000000,41.0,33.0,Text Generation,Tablet,N/A,4663.0
LOG0003262,USR00079,TOOL011,2024-06-08 00:00:00.000000,103.0,9.0,text generation,tablet,6,
LOG0010504,USR02255,TOOL003,2023-08-31 00:00:00.000000,3.0,24.0,Text Generation,mobile,2,3144.0
LOG0002707,USR01831,TOOL003,2023-11-03 00:00:00.000000,16.0,47.0,Productivity,N/A,6,
LOG0008564,USR00475,TOOL007,2023-11-17 00:00:00.000000,,10.0,Search & Research,DESKTOP,1,5710.0
LOG0015794,USR02181,TOOL005,2023-06-04 00:00:00.000000,114.0,1.0,Code Assistant,tablet,1,3657.0
LOG0004462,USR02896,TOOL003,2024-03-18 00:00:00.000000,54.0,,Video Generation,Desktop,-1,3401.0
LOG0019181,USR00194,TOOL002,2024-03-23 00:00:00.000000,78.0,12.0,Image Generation,Other,3,4864.0
LOG0010671,USR02158,TOOL003,2023-10-25 00:00:00.000000,37.0,32.0,Video Generation,Web Browser,-1,2971.0
LOG0004271,USR02689,TOOL003,2024-02-13 00:00:00.000000,20.0,25.0,N/A,Other,2,7715.0
LOG0017223,USR01370,TOOL009,2024-05-11 00:00:00.000000,37.0,20.0,Image Generation,Desktop,,7534.0
LOG0009116,USR00051,TOOL002,2024-03-09 00:00:00.000000,9473.0,5.0,N/A,DESKTOP,N/A,4186.0
LOG0005087,USR01064,TOOL003,2024-02-12 00:00:00.000000,23.0,14.0,Other,mobile,1,7999.0
LOG0007850,USR01153,TOOL002,2023-11-26 00:00:00.000000,31.0,50.0,text generation,,5,2489.0
LOG0005088,USR01418,TOOL008,2024-03-10 00:00:00.000000,32.0,29.0,,Tablet,2,3746.0
LOG0010072,USR02697,TOOL007,2024-12-21 00:00:00.000000,27.0,5.0,Image Generation,Web Browser,2,2186.0
LOG0024366,USR01619,TOOL001,2024-06-29 00:00:00.000000,17.0,26.0,Search & Research,Desktop,2,6692.0
LOG0004256,USR00735,TOOL001,2026-06-12 02:05:25.232142,98.0,28.0,text generation,N/A,4,2610.0
LOG0009283,USR00468,TOOL003,2024-07-31 00:00:00.000000,44.0,40.0,CODE ASSISTANT,Tablet,,4171.0
LOG0011514,USR00181,TOOL012,2024-12-12 00:00:00.000000,74.0,14.0,Text Generation,Desktop,,1931.0
LOG0022291,USR02166,TOOL005,2024-12-04 00:00:00.000000,11.0,27.0,,,5,3920.0
LOG0011172,USR00110,TOOL003,2024-11-09 00:00:00.000000,71.0,32.0,Productivity,DESKTOP,4,5454.0
LOG0021361,USR01034,TOOL003,2024-11-18 00:00:00.000000,33.0,44.0,Text Generation,mobile,0,5307.0
LOG0012366,USR01366,TOOL005,2023-10-01 00:00:00.000000,6.0,23.0,,Desktop,,5174.0
LOG0018190,USR00522,TOOL011,2024-09-07 00:00:00.000000,22.0,19.0,Other,DESKTOP,3,5545.0
LOG0003870,USR02741,TOOL004,,1.0,2.0,,Other,4,4926.0
LOG0002229,USR02662,TOOL003,2026-05-19 02:05:25.221044,-14.0,46.0,Code Assistant,mobile,1,4264.0
LOG0017828,USR00865,TOOL009,2024-01-08 00:00:00.000000,73.0,37.0,Video Generation,mobile,6,2887.0
LOG0008312,USR02641,TOOL003,2024-05-09 00:00:00.000000,51.0,13.0,CODE ASSISTANT,,3,7777.0
LOG0011521,USR02145,TOOL001,2023-03-21 00:00:00.000000,56.0,40.0,N/A,Other,,2232.0
LOG0012435,USR00899,TOOL007,2023-04-10 00:00:00.000000,111.0,20.0,CODE ASSISTANT,Tablet,6,4760.0
LOG0003176,USR01669,TOOL004,2026-06-08 02:05:25.225039,80.0,44.0,Code Assistant,Other,0,3703.0
LOG0013800,USR02317,TOOL012,2024-07-25 00:00:00.000000,80.0,1.0,Code Assistant,Tablet,5,6199.0
LOG0010516,USR02957,TOOL011,2024-03-13 00:00:00.000000,44.0,17.0,Productivity,mobile,3,4086.0
LOG0019973,USR00656,TOOL007,2024-07-11 00:00:00.000000,82.0,9.0,Text Generation,Other,2,148.0
LOG0020522,USR02103,TOOL002,2023-12-01 00:00:00.000000,64.0,43.0,Text Generation,tablet,4,4114.0
LOG0017279,USR00071,TOOL001,2024-07-19 00:00:00.000000,69.0,22.0,Text Generation,Mobile,6,7884.0
LOG0019183,USR02117,TOOL010,2024-01-29 00:00:00.000000,2861.0,32.0,CODE ASSISTANT,Mobile,6,1371.0
LOG0007450,USR00898,TOOL001,2023-09-16 00:00:00.000000,1017.0,13.0,Video Generation,,6,1103.0
LOG0010019,USR00474,TOOL005,2023-12-09 00:00:00.000000,10.0,,,Web Browser,N/A,643.0
LOG0014744,USR00481,TOOL009,2023-08-21 00:00:00.000000,112.0,23.0,Text Generation,Mobile,-1,5985.0
LOG0006639,USR00631,TOOL001,2023-09-27 00:00:00.000000,78.0,34.0,Image Generation,mobile,4,1917.0
LOG0019686,USR00037,TOOL001,2023-03-14 00:00:00.000000,82.0,14.0,Other,Tablet,0,7788.0
LOG0008995,USR01024,TOOL005,2024-03-25 00:00:00.000000,72.0,50.0,Code Assistant,,0,5588.0
LOG0003434,USR01136,TOOL005,2024-09-18 00:00:00.000000,61.0,42.0,Productivity,Tablet,-1,1714.0
